sentence,B2
"Et pour les enfants, des ateliers de pâtisserie se dérouleront chaque jour tout au long de la journée",0
L'hirondelle annonce soit le printemps soit l'automne.,1
"Quelque chose qui nous a rapproché c'est que toutes les deux on était assez rebelles et assez euh, on aimait bien faire des choses qui sortaient un peu de l'ordinaire.",0
Il est employé,0
"Le soir, pour me détendre, j'écoute de la musique ou je regarde un peu la télé",0
Celui-ci s'était cassé une aile en tombant d'une branche et il ne pouvait plus voler.,0
Comment a-t-il trouvé ce joli chemin ?,0
"Ensuite, nous pouvons difficilement prévoir la quantité d'essais à gérer en parallèle.",1
"Mais, passé les restrictions préliminaires, ils trouvent ça génial .",1
Il a des lunettes,0
"Les devoirs sont, bien sûr, tout à fait nécessaires, si on veut faire des progrès dans ses études.",0
Je suis arrivée il y a un mois et j'habite en colocation avec deux copines,0
"Si tu étais moins bavard, les gens te confieraient plus de secrets intimes et confidentiels.",1
"Derrière elle, elle l'entendit l'appeler.",0
Son frère est à côté,0
Mais ses batteries solaires qui devaient prendre le relais n'ont pas reçu assez de lumière pour lui permettre de rester actif.,0
Nous aurions voulu rentrer plus tôt.,1
"Un trône est un siège, une chaise ou un fauteuil sur lequel un souverain s'assoit dans les circonstances solennelles.",0
Mais j'ai réussi à les mettre au lit tous en même temps cette fois.,0
Jason a très faim et cherche un restaurant,0
Qui a arrêté le policier voleur ?,0
"Il les assembla donc, leur fit donner des cognées, et leur ordonna de tailler dans la forêt une route qui la traverserait d'outre en outre.",1
Il neigeait de plus en plus fort.,0
"Il doit étudier et écrire pendant quatre heures le matin et il ne peut se reposer que vingt minutes au moment de la récréation, à dix heures du matin",0
Projet d'externalisation de notre production de médicaments et des essais cliniques.,1
"Selon le journaliste Nicholas Carr, l'usage intensif d'Internet modifierait nos comportements de travail intellectuel et dégraderait nos capacités cognitives.",1
"Toute tentative de remonter aux origines du langage humain deviendrait impossible et le mystère de la ""première langue"" ne serait jamais percé.",1
"En plus, il y avait le grand parasol qui prenait toute la place",0
La maison de Ben est grande,0
Des crèches vivantes y sont organisées et la paroisse se prépare pour la messe de minuit,1
"Il a trouvé ses clés dans la niche du chien, sous un tas de feuilles.",0
"Cette situation pourrait laisser croire qu'il y a un retard dans l'apprentissage d'une des deux langues, mais quand on étudie le vocabulaire des enfants bilingues et monolingues à trois ans, on trouve le même nombre de mots, en moyenne.",0
La pluie vient arroser les champs et sauve ainsi la colonie d'un grand malheur,1
Claude HAGÈGE est Professeur au Collège de France et Directeur d'études à l'École Pratique des Hautes Études,1
"Il ne faut pas que je dépasse 5, car je ne connais pas 6.",0
La tête se compose du visage et du crâne qui est recouvert de cheveux,0
"L'année dernière, j'ai fait deux stages en entreprise.",0
"La vie, c'est comme une boîte de chocolats : on ne sait jamais sur quoi on va tomber.",0
"Ici, tout est immense, il y a du monde partout, les gens sont pressés, . c'est impressionnant !",0
Mais les jeunes ils attendent ça depuis longtemps.,0
Il est important de boire du café.,0
Le rouge est une couleur vive.,0
"À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",0
"J'ai une arme, et toi non.",0
"Les articulations sont en haut la hanche, au milieu le genou en en bas la cheville",0
"En France, Noël est un moment important",0
Je ne comprends rien à ce site d'achat en ligne !,0
Je vais prendre une tarte aux fraises.,0
"Car là où elle est appliquée, cette indemnité a produit d'excellents résultats.",1
Mon grand-père nous adore et nous offre de nombreux cadeaux.,0
Puis-je vous proposer un massage en attendant le départ de l'avion?.,0
"L'après-midi, elle se promène dans la campagne, ou elle explore la région",0
Je comprends la situation.,0
Je ne veux pas te déranger.,0
"Si je croise Émilie par hasard, je l'inviterai à souper pour le réveillon de la saint sylvestre.",1
Il a repris sa voiture et il est rentré chez lui pour boire son verre de vin blanc en prenant un bon bain bien chaud,0
"Alors, tu voyais le film, tu écrivais un texte et tu décrivais l'histoire.",0
La grange était en feu.,0
"En été, j'aime faire de la randonnée et vous, que faites-vous le soir en hiver ?",0
Pouvez-vous m'indiquer la poste s'il vous plait ?,0
"Les Bédouins, eux, se couvrent de la tête aux pieds pour s'en protéger.",0
Et chaque hiver constitue une nouvelle menace.,1
Je vais prendre le premier.,0
J'ai froid,0
L'île était assez grande.,0
Le Président Macky. Sénégal l'avait bien dit aussi.,1
"En plus, je ne m'entends pas très bien avec ma mère.",0
Il faudrait inventer un temps particulier pour l'apprentissage.,0
J'écris un peu.,0
Pouvez-vous parler plus lentement ?,0
On y met des coussins et on peut parfois l'utiliser en lit.,0
"Toniques, les papy-boomers sont formatés pour le changement.",1
Il faut alors prendre le métro durant vingt minutes avant d'arriver devant l'école.,0
"""Prince, dirent-ils, la forêt est trop sauvage et trop grande : aucun homme ne pourrait pénétrer jusqu'à son coeur.",1
"La nuit arriva et la neige tombait toujours, de plus en plus fort.",0
Je ne peux pas dormir parce que les voisins font trop de bruit.,0
Leurs maillots de bain séchaient à l'arrière de la maison et elle se débarrassa de ses vêtements de travail trempés de sueur pour enfiler son bikini.,1
Je suis désolée.,0
"Ou plutôt, il ne se la pose plus : il n'aime pas l'école, il la déteste.",0
"Le matin, elle va au marché du village pour acheter des fruits et des légumes, et pour discuter avec ses voisins",0
"C'est très important, surtout dans une dynamique d'innovation dans laquelle travaille typiquement une équipe de développement de voir, en tant que manager, que les personnes en face s'expriment indépendamment, offrent leurs pistes d'amélioration sur leur travail au quotidien.",1
"Quand il fera le ménage de l'appartement, il jettera les vieux papiers, il nettoiera le linge et il ouvrira les fenêtres.",0
Théo vérifie qu'il a bien fait son lit avant de s'habiller et de partir à l'école.,0
Tu penses que la bibliothèque est ouverte ?,0
Elle veut travailler avec des étrangers et elle peut parfois travailler le week-end,0
"Aujourd'hui, c'est leur mariage.",0
Tu me dis que c'est moi qui ai refusé d'aller chez toi il y a un an.,0
C'est son cas.,0
"Le fonctionnement de base est identique aux autres versions de Counter-Strike : les joueurs sont divisés en deux équipes, les terroristes et les antiterroristes.",1
Nous allons nous promener en bord de mer et rendre visite à nos amis.,0
"J'entre aux gardes demain, dans les Cadets",1
"La Corse est une petite île au sud de la France, dans la mer Méditerranée.",0
"Qu'est-ce que je vous sers, mesdemoiselles ?",0
C'est une manière de découvrir un endroit en évitant les lieux touristiques et en respectant le milieu naturel.,0
Il n'y a cependant pas de plats de légumes à la carte.,0
Qu'est-ce que tu fais pour les vacances cette année,0
"Au printemps 1621, la moitié de ces pèlerins sont morts",1
"Et dans votre pays, ça se passe comment ?",0
"Ce combustible, majoritairement composé de cellulose et de plastique, permet de chauffer plusieurs installations, dont le spa de la ville.",1
Il plut toute la nuit et le vent souffla sans cesse contre les carreaux de la ville demeure.,1
Carlos Ghosn sera-t-il le dernier protagoniste de sa folle escapade à demeurer hors d'atteinte de la justice ?,1
"Ce licol : Le terme licol"" n'est plus très utilisé.",0
"De nombreux reportages s'arrêtent sur ces pères-là, posant sur eux un regard fait de bienveillance, d'admiration et d'étonnement.",1
On a beaucoup discuté de sa mère qui s'est cassé le poignet il y a deux mois.,0
Je n'aime pas sortir la poubelle et je déteste travailler dans le jardin.,0
Il trouve bizarre que l'artiste ait quitté le concert avant la fin samedi soir dernier.,0
"Pas d'efforts violents et courts mais des efforts progressifs, tous les jours.",1
"Je maîtrise le fonctionnement de ce logiciel, mais je n'en comprends pas la logique.",0
J'en ferai d'autres plus avancées.,0
"Le gallinacé symbolise à la fois, la cérémonie des Kapparot célébrée traditionnellement à l'approche de Yom Kippour et la France, terre d'accueil depuis le début des années 20 pour ce couple juif d'origine russe.",1
On est vraiment content que tu sois présente.,0
"Je déconseille le blanc, les harmonies de blanc et le côté ivoire",1
"Ce n'était plus l'automne, c'était le printemps!",0
Il y a aussi une table basse.,0
Je te présente Marie. C'est une amie.,0
"Car Joe Manchin et Kyrsten Sinema s'étaient déclarés contre cette mesure précise, menaçant de faire sombrer l'ensemble du plan d'aide qui ne compte pas, pour l'instant, de soutien républicain.",1
"Ne quittez pas, je vous passe Marc Lebrun.",0
"Pour beaucoup de cyclistes, la récompense après plusieurs heures de route, c'est la découverte des merveilles architecturales de la région.",0
"Ce sont des jours fériés, c'est-à-dire des jours pendant lesquels on ne travaille pas",0
On le prenait pour un espion.,0
Vous voulez écouter d'autres histoires de Noël ?,0
Tu viens d'où ?,0
"Il la sentait défectueuse en tout, par les bottines non vernies mais assez fines cependant, car il avait la coquetterie du pied, par la chemise de quatre francs cinquante achetée le matin même au Louvre, et dont le plastron trop mince ce cassait déjà.",1
Il n'a pas cours l'après-midi du mercredi,0
"Ensuite, pour qu'il y ait médiation, il faut que les deux parties soient d'accord.",0
"Donc, pendant que je pédalais, ils étaient sûrement assis sur le sable.",0
"""C'est en représentant mon journal, à l'émission , à la radio, que j'ai rencontré le Monsieur, qui dirigeait alors la station.",0
J'ai engagé la conversation pour briser le silence pesant de ces dernières minutes.,0
Je suis banquière.,0
"Noël Couedel, alors directeur de l'information, raconte : Dans l'équipe de direction, j'étais le seul à défendre sa candidature.",0
"Et, en France, beaucoup moins de filles que de garçons vont choisir la voie des sciences dites dures , parmi lesquelles les mathématiques.",1
"Il y a un quartier très agréable pour aller se balader, lorsqu'il fait beau",0
On a passé le reste de la journée à faire les boutiques.,0
Tu descends l'escalier et tu tournes à gauche.,0
Je suis fatiguée et préfère prendre le métro pour aller à l'Île de la Cité,0
On se battait donc enfin !,1
"Enfin, pour être bien visible, un gilet jaune est obligatoire la nuit, ce qui rend son utilisateur beaucoup moins stylé, forcément",1
"Pour aller à la salle internet à partir de l'escalier, marchez jusqu'à l'accueil",0
"Ici, tout est immense, il y a du monde partout, les gens sont pressés c'est impressionnant !",0
"D'ailleurs, des voix s'élèvent pour dire qu'interdire ne sert à rien si l'on ne tente pas, en même temps, de renouer le dialogue entre les jeunes et le reste de la société.",0
"Depuis les années 2000, on constate un changement de mentalité.",1
Cette femme mourut seule et misérable.,1
"À Milan, dix fois par jour il voyait le prince Eugène, et eût pu lui adresser la parole.",1
"À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfn ce mode de transport, notamment grâce à ""l'indemnité kilométrique"".",1
"Oui, c'est une bonne idée, dit-elle et elle descendit de l'échafaudage.",0
Nous avons commencé un nouveau cours,0
Le chemin est encore long pour que l'animé français soit à la hauteur de ses prestigieux concurrents.,0
C'est ce que font très bien les photographes documentaires,0
"Pourtant, plus les gens sont actifs sur Facebook ou Instagram, et plus leur humeur est négative après y être allés.",1
Nous jouons dans le jardin quand il fait beau ou dans la maison quand il pleut.,0
Le Président de la République sera élu par les Français,0
Après avoir sollicité le jeune fils du nouveau roi des Français Louis-Philippe ler - qui refuse par crainte de nouvelles tensions internationales - les Belges se rabattent sur le prince anglo-allemand Léopold de Saxe- Cobourg,1
"Donc, je désire voir le théâtre guéri de cette fluxion.",1
"Tout à coup une hauteur immense et à ma droite j'ai vu un aigle, l'oiseau de Napoléon ; il volait majestueusement se dirigeant vers la Suisse, et par conséquent vers Paris.",1
Ont-ils des contacts avec l'extérieur ?,0
"À la radio, le journaliste a conservé les intonations de son Pays basque natal dans le Sud de la France.",0
Chacun de ces projets touche en moyenne 10 000 classes.,1
Le facteur viens ici tous les jours !,0
"Le dimanche, il se repose et en profite pour faire ses devoirs pour la semaine.",0
Marc Chagall termine ce qu'il pense être son dernier tableau : Les mariés de la Tour Eiffel.,1
"Aussitôt le prince manda près de lui les meilleurs et les plus endurants parmi les chasseurs et les paysans, parmi les vagabonds et ceux qui les poursuivent, parmi les soldats exercés aux longues marches et les messagers endurcis aux fatigues.",1
"Mais la famille était tellement sympa, on rigolait beaucoup.",0
"Tous les jours, il traînait dans la rue sans rien faire.",0
"J'y arrive à peine maintenant, et nous sommes presque à Noël.",0
Ils ont déménagé car sa femme a été mutée à Paris.,0
Le domestique de Fabrice s'approcha avec les deux chevaux.,1
"L'homme que vous voyez exploita durant plusieurs décennies, un site archéologique aux troubailles impressionnantes.",1
L'individualisme a souvent mauvaise presse dans les discours contemporains.,1
Salue tes parents de ma part,0
J'ai souscris un abonement hebdomadaire à un magazine de cuisine.,0
"À l'heure actuelle, pour 7 milliards et demi d'individus, on compte 4 milliards de postes de radio, 4 milliards de télévisions, 2 milliards de téléphones portables, 2 milliards d'ordinateurs.",1
Je te dis à très bientôt pour une rentrée des classes en pleine forme !,0
Il y a douze milles entre la cabane du pêcheur et la ville.,0
"J'ai écris un roman, c'est le premier, je ne sais pas si c'est le premier, je ne sais pas si j'en écrirai d'autres.",0
"Darren Star annonce qu'elle est ""inspirée de sa propre histoire d'amour qui dure depuis toujours avec Paris et la culture française"".",1
Cet homme a une belle allure.,0
Tous ces préparatifs rendent chaque année l'atmosphère festive et enjouée,1
"Puis, ayant rêvé pour la troisième fois qu'il voyait l'Enchanteresse, dont aucunes paroles humaines, cette nuit-là, n'eussent pu dépeindre le charme et le rayonnement, il s'en fut en secret le lendemain, sans consulter personne, et s'alla perdre, tout seul, dans la forêt.",1
"Les personnes qui l'utilisent très fréquemment, adolescents comme adultes, seraient davantage anxieuses et déprimées.",1
"Mes parents ont insisté pour qu'on prenne nos chaussures de marche, ils veulent qu'on aille faire des randonnées dans les montagnes",0
"Un roman émouvant, où il est question d'apprendre à vivre, de trouver sa place parmi les autres.",0
Anna alla dans la cuisine où elle se sentait chez elle.,0
"Des ingrats : une personne ingrate est une personne qui n'a aucune reconnaissance, qui oublie les bonnes choses qu'une personne a faites pour elle.",0
"De mes fenêtres, je vois la Seine qui coule, le long de mon jardin, derrière la route, presque chez moi, la grande et large Seine qui va de Rouen au Havre, couverte de bateaux qui passent.",1
Une revue avec laquelle il fait bon se poser,0
Je peux voir le docteur le matin,0
"Quand il arriva près de la maison il vit un monsieur à la porte, et il entendit qu'il disait à la femme : ""Ma bonne femme, votre mari est-il chez lui ?"" ""Non monsieur,"" répondit la femme.",0
Je t'envoie de gros bisous,0
"Elle a remis de l'ordre sur son bureau, elle a envoyé des fax et répondu au courrier",0
Leur capacité de concentraction s'effiloche.,1
Je viens de faire des épreuves surprenantes.,0
Elle regrette de devoir beaucoup travailler,0
"Là, la trap, ça vient tout droit des States et c'est tout nouveau en fait dans le rap",0
"Le cours de maths, lui, est beaucoup plus ennuyeux que d'habitude.",0
C'est trop classe,0
Quelle est l'efficacité réelle de la lutte contre la désinformation menée à grand renfort de communication par les réseaux sociaux ?,1
Je dois aller au bureau trois fois par semaine parce que j'ai des réunions pour déjeuner avec des clients,0
Est-ce que tu travailles toujours à l'agence de voyages ?,0
"Sur le fond, tout le monde est d'accord.",0
Il choisit toujours une grande chambre,0
Vous préparez le repas ?,0
Je suis bien arrivée à Londres pour ma dernière année d'études de marketing à l'université,0
"Samedi dernier, j'ai passé la journée à Paris avec mon frère",0
Cette année Virginie est partie une semaine dans un hôtel à Arcachon avec son mari,0
"Puis, l'informatique est arrivé et petit à petit, nous avons commencé à enregistrer effectivement des petites phrases, des groupes de mots, voire même des mots, qui ensuite sont collés les uns aux autres",1
C'est un scandale qu'on puisse construire une usine dans cette zone,0
"Ils attaquèrent la forêt tous ensemble, travaillant jour et nuit et frappant avec tant de force que le heurt de leurs cognées sur les troncs emplissait les plaines comme un grondement incessant de tonnerre.",1
"Ensuite, si vous avez par exemple choisi des couleurs unies, vers les bleu marine, ou vers les noirs, il est indispensable d'avoir des accessoires pour relooker la tenue",1
"Un hôte désigne soit la personne qui reçoit un invité soit l'invité qui est reçu, accueilli.",0
À quelle période de l'année se déroule l'histoire ?,0
Environ 2 300 enseignants et chercheurs ainsi que 950 collaborateurs administratifs et techniques assurent la bonne marche de l'institution qui compte plus de 14 000 étudiants provenant de plus de 86 pays.,1
"Pourtant, Grégoire est loin d'être un idiot, il est même plein de de talents !",0
Les nouvelles technologies ont subi une évolution très rapide depuis les années 1970 et ont entraîné une véritable révolution dans nos habitudes et notre mode de pensée.,1
"Une fois que vous vous êtes muni des pièces et documents demandés, vous les scannez et les enregistrez sous format numérique.",1
"Je m'appelle Jessica. Je suis une fille, je suis française et j'ai treize ans.",0
Lis un livre pour être plus calme.,0
J'attends votre réponse.,0
Un contrat est signé par l'éditeur et par l'auteur.,0
"Nous avons assez mangé, nous ne voulons plus de gâteaux ni de sucreries.",0
Le voleur nous a avoué qu'il avait agi sans raison.,0
Il fait un froid incroyable à Moscou mais la ville est superbe,0
Je ne sais pas où elles sont,0
Sachant que nous jetons 20 milliards de couches-culottes tous les ans dans le monde.,1
Il n'est pas assez dur. Il est trop mou.,0
"Soumis à des persécutions en raison de leur confession protestante, ils espèrent pouvoir vivre leur foi librement",1
Le parc national de Chamonix a besoin de 5 guides pour l'été.,0
"Sur les cinq heures, il entendit la canonnade : c'étaient les préliminaires de Waterloo.",1
"Alors, qu'est-ce qu'on leur donne là ?",0
"Les soldats se regardèrent étonnés surtout de l'idée de payer, et lui accordèrent avec bonté une place au feu ; son domestique lui fit un abri.",1
C'est sympa de ta part.,0
Vous êtes une femme très intelligente.,0
Le chien n'est pas le seul à apprendre !,0
"Le bac en poche, le premier d'entre eux choisit d'en faire son métier.",0
L'inspecteur a trouvé des preuves.,0
"Cependant, nous continuons de parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue natale.",0
C'est avec grand plaisir que je vous envoie ce message pour vous décrire votre voyage à Paris en notre compagnie.,0
Le XXe siècle a vu exploser le nombre de technologies capables de produire et diffuser de l'information.,1
L'une des plus emblématiques est Marie Sophie Germain.,1
"""Non, non,"" dit le roi; ""restez-là, mon ami."" ""Mais, j'ai assez dormi !"" dit le berger.",0
"Ce n'est pas grave, on va manger autre chose.",0
Tu as eu des nouvelles de Marie,0
Je rentrais chaque jour en compagnie de mon amoureux.,0
Cette ville a une atmosphère particulière dont je me souviendrai toujours.,0
Tu iras voir ta maman la semaine prochaine ?,0
"Merci, Monsieur.",0
Le quotidien Dallas Morning News a même sorti qu'il s'agissait de la pancarte la plus étrange qu'ils avaient jamais vue.,0
es professeurs d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse.,1
"La façon dont il était habillé au golf, tout comme la façon dont il était habillé au bureau, était méticuleuse.",0
"D'abord, je préfère quand il ne fait pas trop chaud, et j'adore la lumière dorée des belles journées d'automne",0
Il habite en Italie avec sa femme et ses enfants.,0
Quelle heure il est ?,0
Ce sont les journalistes égyptiens Mustafa et Ali Amin qui eurent l'idée d'introduire cette fête dans leur pays.,1
Le tableau paraissait plus beau qu'avant.,0
"Je n'ai pas vraiment d'appétit le matin, même si je sais que c'est le repas le plus important de la journée",0
"En cas de danger, il faudra vite repartir en voiture",0
Nous avons une voiture bleue.,0
Elle doit les aider à apprendre.,0
"Les reliures de tons différents, rouges, jaunes, vertes, violettes, et bleues, mettaient de la couleur et de la gaieté dans cet alignement monotone de volumes.",1
"Mais les arbres abattus croissaient de nouveau derrière eux, et les herbes et les broussailles repoussaient aussitôt que détruites, plus nombreuses et plus touffues, noyant la route commencée.",1
"Une femme n'envoie pas ses ""sentiments"" à un homme.",0
Deux employés d'un supermarché ont été licenciés après qu'ils aient refusé de travailler le dimanche.,1
Je pense que c'est bon.,0
Il devait à tout prix téléphoner à son bourreau quand il recevait des nouvelles de son banquier.,0
Avant de corser les choses.,0
On est tous ensemble.,0
"Si vous en avez la possibilité, ne laissez pas votre chien longtemps dans la voiture sans surveillance.",0
Il fait beau aujourd'hui !,0
"Ceux qui représentent la classe moyenne, qui ont fait le gros des rédactions vont être broyés.",1
"Un frisson me saisit soudain, non pas un frisson de froid, mais un étrange frisson d'angoisse.",1
Elle aime le sport et la musique,0
"Dans le bureau, il y a un vélo d'appartement, des haltères et un stepper",0
"À votre arrivée, le 7 juin prochain, nous allons vous accueillir à l'aéroport pour vous conduire à votre hôtel.",0
"Cet après-midi, avec mes amis nous allons au cinéma.",0
"Les enfants travaillent bien à l'école, même si ma fille a quelques difficultés en mathématiques",0
Essayez maintenant d'identifier les mots de vocabulaire dans l'histoire en l'écoutant à nouveau.,0
"Le repas était très bon En revanche, le dessert était immangeable",1
"Elle, c'est Gérarda, elle a 85 ans, et elle vit avec Séverine, 36 ans et sa fille Kéline de 8 ans.",0
"Elle a remis des dossiers au chef du personnel, elle a rempli des formulaires et elle a rédigé plusieurs commentaires sur son rapport hebdomadaire",0
Peut-être que je devrais avancer un peu mon réveil pour éviter ça,0
Nous assistons à la montée des médicaments génériques et il devient difficile de renouveler les produits.,1
"Ces gens cultivaient leurs terres, élevaient des troupeaux, obéissaient aux usages, aimaient et mouraient selon la loi commune.",1
Ils y vont à pied.,0
Vous bénéficiez d'une réduction ?,0
"Il doit étudier et écrire pendant quatre heures le matin et il ne peut se reposer que vingt minutes au moment de la récréation, à dix heures du matin.",0
Elle partage un appartement avec deux garçons.,0
La très grande majorité des jeunes Français pensent que le téléphone portable est synonyme de liberté.,1
"Mais ce qui est extraordinaire, ce sont ses cheveux !",0
"Elle, la mode, elle l'invente, et les garçons, elle ne s'en occupe pas.",0
Elle pose avec l'assurance de celles qui veulent conquérir le monde.,0
Sinon le poumon de la terre continuera inexorablement à disparaître.,1
Ne t'inquiète pas.,0
La météo pourrie inonde les réseaux sociaux,1
L'on vécut ainsi pendant l'hiver de 1814 à 1815.,1
Je voudrais aller au cinéma avec mes copines.,0
C'est la belle qui a tué la bête.,0
"Chère Anna, Je ne suis pas encore prêt pour comprendre toute l'histoire, Mais tes vidéos sont extrêmement motivantes!",0
Que faire à Paris ?,0
"Ah, le mois de décembre : ses illuminations, la couronne de l'Avent pour les catholiques, et le fameux calendrier empli de chocolat pour les enfants. Tous ces préparatifs rendent chaque année l'atmosphère festive et enjouée.",1
"Il a longé les quais de la Saône, traversé la presqu'île, puis rejoint les quais du Rhône",1
Les prêts que l'on nous accordait pouvaient être quasiment considérés comme des fonds propres.,1
"C'est vraiment pas un métier pour moi, c'est vraiment une passion !",0
Non.,0
Le député invite également à prendre en considération les nombreux avantages du vélo sur l'écologie et ses bienfaits sur la santé des salariés qui sont plus en forme.,1
"Malheureusement, une semaine est vite passée et nous serons bientôt de retour à Paris.",0
Le temps sera gris,0
Je vais en Grèce avec mon amie,0
"Plus que jamais, ceux-ci auront le rôle essentiel de dénicher les vrais talents parmi les dizaines de milliers de prétendants qui, grâce au livre numérique, rêvent déjà d'être publiés facilement.",1
L'objectif est désormais pour les scientifiques de retrouver cette météorite sur le terrain !,0
Je suis désolé,0
"Quand il était à l'université, il a créé un group de rap avec son frère.",0
"Demain, j'ai été fêter mon anniversaire",0
La journée n'est pas finie pour Théo qui doit rentrer à la maison pour faire ses devoirs.,0
Puis-je utiliser les toilettes?,0
Je t'écris de chez mes grands-parents à l'Aigle en Normandie où je passe de super vacances depuis maintenant une semaine,0
Appelle un docteur!,0
Pour six personnes.,0
"Nous avons déménagé en France, parce qu'elle a toujours aimé la culture de ce pays",0
"Construire pareil ouvrage il y a quatre mille ans, il fallait être visionnaire.",1
J'ai une question.,0
Je vais trouver une autre solution à ce problème.,0
Je suis chez Camille,0
Je me sens bien.,0
"mon ami, j'ai peur de la méchante femme.",0
"""avoir compassion de"" signifie ""avoir de la pitié, de la sympathie"" envers quelqu'un.",0
Soit on le trouvera ridicule et ce sera une catastrophe.,0
"Les dégâts sont aussi importants mais personne ne s'en aperçoit, car les hommes qui subissent une manipulatrice ont tendance à minimiser leur souffrance",1
Folio n'arrive pas à s'endormir.,0
Elle m'a donnée cette table dont elle n'avait plus besoin.,0
"Interrogées, nombre de mathématiciennes le contestent.",1
Qu'est-ce qui contribue à ces troubles ?,0
La perspective de longues négociations pourrait peser sur l'investissement et la confiance des entreprises.,1
"Qu'on ait une augmentation, je crois maintenant qu'on est à +30%",0
"C'est une soupe de poissons, spécialité de Marseille",0
"Certes pas dans les restaurants étoilés où la qualité reste tout de même satisfaisante, à condition évidemment d'accepter de s'endetter pour les vingt prochaines années avant de déguster la dernière création du chef.",1
"Une conversation normale se fait à 60 dB, tandis que le bruit du vent dans les arbres atteint les 20 dB.",1
La Fête des mères est un jour très spécial durant lequel les mamans sont mises à l'honneur.,0
"Simone est comédienne, mais deux fois par mois, elle vient au siège de SNCF pour enregistrer ses annonces",1
"Grâce à un bienfaiteur, Julien a grandi dans une famille qui s'est occupée de lui et qui l'a éduqué.",0
"Et en fait, le cheveu est capable d'absorber jusqu'à huit fois son poids en hydrocarbure",0
"Cette indemnité devrait être obligatoire dans toutes les entreprises et collectivités où des salariés la demandent, explique Yoann Rouillac, président d'un groupe de travail sur le vélo.",1
Je me demande si les fourmis dorment.,0
Voilà qui serait en effet de nature à simplifier sensiblement débats et controverses.,1
"Les clés sont ici, je les ai trouvées",0
"Le danseur est un sportif de haut niveau, en effet les danseurs sont des athlètes qui doivent avoir un entraînement quotidien.",1
"Non, moi plus tard, je ferai des marionnettes comme mon papa.",0
Pour réussir un entretien il faut écouter avec attention et répondre avec des phrases courtes,0
"Les gens voulaient fuir le monde, et généralement, là où il y avait beaucoup de monde, c'était les destinations sud.",0
"Une dame : Tout le monde aime aller chercher les oeufs. quand y'a pas une poule qui est en train de pondre. [Une poule glousse] Hein, alors on va la laisser pondre, regardez, vous voyez ?",0
Le revenu des enfants sous autorité parentale est ajouté à celui du détenteur de l'autorité parentale.,1
Je me souviens d'une anecdote en particulier.,0
"Alors, le mieux pour satisfaire son désir d'achat patriotique, est-ce acheter une Toyota fabriquée dans le Nord de la France ou s'offrir une Renaud sortie de ses usines de Roumanie",1
"Fini les boutiques d'autrefois, adieu les voisins qu'on connaît bien.",0
"Depuis la salle panoramique de ce restaurant, la vue sur la ville est magnifique.",0
"Au sous-sol, il y a une cave, pour ranger le vin",0
"A gauche, c'est ma salle de bain, avec vue sur mon jardin",0
C'est injuste On ne peut pas le condamner pour la faute qu'il a commise,0
"Normalement, c'est moi qui fais la cuisine le soir, mais samedi dernier, j'ai fait tout le ménage parce que ma mère était malade.",0
La classe de Mme Gaudé a fait une pièce de théâtre en anglais et la classe de M. Prêche a présenté un spectacle de danse.,0
"Et je me demande ce que je vais faire le jour où je pourrai plus faire le spectacle, car c'est ma vie.",0
"Tous les matins, il suit la même routine : il commence par se laver le visage avant de prendre une douche.",0
Cette notion est très importante.,1
L'ambiance était détestable dans l'entreprise: j'ai fini par démissionner.,0
Pourquoi le gouvernement a-t-il décidé une extension du public visé ?,1
"Chaque année, l'humanité consomme plus de ressources que la Terre ne peut en produire en un an.",0
"Cette voix, tous les voyageurs la connaissent",1
"Et toi, qu'est-ce que tu as prévu pendant les vacances ?",0
"Ce week-end on était à l'hôtel pour une réunion familiale, bon on hésite quoi, quand on croise les gens dans le couloir, on ne sait pas trop s'il faut porter le masque.",0
"Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de sa culture.",0
Je pars avec ma copine Igora dans le nord du pays faire du camping,0
On va s'occuper d'elle jusqu'à ce qu'elle aille mieux.,0
Le Canada se trouve au nord de l'amerique,0
"Bien sûr, il ne s'agit pas de travailler mais bien de participer et les séjours sont aussi organisés de manière à se faire plaisir.",0
"Pendant les trois années d'études, je vivais déjà chez elle.",0
"Vous ne vous rendez pas compte, monsieur, j'ai douze ans et demi, et je n'ai rien fait.",0
Les dents se trouvent dans la bouche,0
"En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux",0
Monsieur avez-vous vu monsieur de Cyrano ?,0
"Il a atteint, il y a quelques heures, la côte indienne où des dégâts et une douzaine de premières victimes sont à déplorer",0
"Lorsqu'il y a un éclair avec des nuages et de la pluie, il risque d'y avoir de la foudre et du tonnerre",0
J'ouvre la porte.,0
On ne se comprend pas du tout.,0
"2003, qui leur impose de prendre en charge la fin de vie de leurs appareils.",0
"Pareil pour les mathématiques , poursuit-il.",1
Idem pour ceux qui les élisent.,1
