id,sentence,difficulty,augmented_sentence
1220,"Sans y penser, j'ai fait des erreurs !",B1,"[""Sans y penser, j'ai erré."", 'Feu!']"
291,"En 1985, l'économiste japonais Ohmae Kenichi invente la formule commode de ""triade"" pour décrire la nouvelle polarisation du Monde.",C1,"[""En 1985, l'économiste japonais O"", 'hmae Kenichi invente la formule', 'commode ""triade"" à décrire', 'la nouvelle polarisation du Mon', 'de.']"
4769,"Le projet de loi pour le climat, qui reprend certaines propositions de la Convention citoyenne, sera débattu à l'Assemblée fin mars et en commission spéciale dès lundi.",C1,"['Le projet de loi sur le climat,', 'qui répète certaines propositions', 'relative à la convention des citoyens,', ""sera examiné par l'Assemblée à la fin de la session."", 'ars et en commission spéciale dè', 'lundi.']"
1744,Ce magasin n'est pas loins de chez moi,A1,"[""Ce magasin n'est pas loin de ch"", ""S'il vous plaît, s'il vous plaît, s'il vous plaît, s'il vous plaît, s'il vous plaît, s'il vous plaît, s'il vous plaît, s'il vous plaît, s'il vous plaît, s'il vous plaît, s'il vous plaît.""]"
1010,Des chorales chantent sur le parvis rappelant que cette fête est à l'origine une fête religieuse,B2,"['Les chorales chantent sur le par', 'pour rappeler que cette partie est', ""à l'origine d'une fête religieuse""]"
3691,Il faut aussi poser des questions sur le travail et les horaires de l'entreprise,A2,"['Nous devons également poser des questions.', 's sur le travail et les heures de travail', ""de l'entreprise""]"
4111,"J'ai écris un roman, c'est le premier, je ne sais pas si c'est le premier, je ne sais pas si j'en écrirai d'autres.",B1,"[""J'ai écrit un roman, c'est le livre."", ""Je ne sais pas si c'est moi."", ""Il d'abord, je ne sais pas si je"", ""écrira d'autres.""]"
135,"Aussi, les jeunes heureux réussissent à acheter leur autonomie et leur tranquillité par une réussite au lycée qui ne les dévore pas.",B2,"['De plus, les jeunes heureux qui réussissent', ""d'acheter leur autonomie."", 'leur tranquillité par un reus', 'site au lycée qui ne les dévore pas', 'Pas.']"
4236,Il devait à tout prix téléphoner à son bourreau quand il recevait des nouvelles de son banquier.,B1,"['Il a dû téléphoner à tout prix.', 'à son bourreau quand il a reçu', 'T des nouvelles de son banquier.']"
1417,"Les guerres, l'instabilité politique sont pour l'essentiel à l'origine des famines et des situations de pénurie qui règnent aujourd'hui dans le monde, précisait encore Bertrand Hervieu.",C1,"['Guerres, instabilité politique', ""Les plus importants d'entre eux sont dans le"", 'La rancune des famines et de la laideur', 'Les ions de pénurie qui règnent injo', ""aujourd'hui dans le monde, spécifié"", 'Bertrand Hervieu encore.']"
4539,"Elle me dit toujours qu'il faut lui parler de mes problèmes, mais quand j'en parle, elle s'énerve contre moi et on finit par se disputer.",A2,"['Elle me dit toujours que tu dois le faire.', 'Parle-lui de mes problèmes, May.', ""Quand j'en parle, elle est énervée."", 'et nous finissons', 'Combattre.']"
2656,"Les concierges, en manches de chemise, à cheval sur des chaises en paille, fumaient la pipe sous des portes cochères, et les passants allaient d'un pas accablé, le front nu, le chapeau à la main.",C2,"['Concierges, en ch manches', 'Nage, équitation sur des chaises', 'en paille, fumé le tuyau sous', 'portes de cochère, et les marches', ""Ils sont partis d'un pas surchargé,"", 'le front nu, le chapeau avec la maman', ""C'est parti.""]"
1743,L'école ne peut pas tout faire.,A2,"[""L'école ne peut rien faire.""]"
4004,"Malgré les explications d'Emma, dès le duo récitatif où Gilbert expose à son maître Ashton ses abominables manoeuvres, Charles, en voyant le faux anneau de fiançailles qui doit abuser Lucie, crut que c'était un souvenir d'amour envoyé par Edgar.",C2,"[""Malgré les explications d'Emma,"", 'du duo récitatif où Gilbert', 'expose à son maître Ashton son', 'des manœuvres fulgurantes, Charles,', 'Voir la fausse bague de fian', 'qui doit être abusant de Lucie, c', ""Je veux dire, c'était un souvenir de moi."", 'ou envoyé par Edgar.']"
29,As-tu besoin de quelque chose?,A1,['Vous avez besoin de quelque chose?']
4028,"Suivant leur position sociale différente, ils avaient des habits, des redingotes, des vestes, des habitsvestes : - bons habits, entourés de toute la considération d'une famille, et qui ne sortaient de l'armoire que pour les solennités ; redingotes à grandes basques flottant au vent, à collet cylindrique, à poches larges comme des sacs ; vestes de gros drap, qui accompagnaient ordinairement quelque casquette cerclée de cuivre à sa visière ; habits-vestes très courts, ayant dans le dos deux boutons rapprochés comme une paire d'yeux, et dont les pans semblaient avoir été coupés à même un seul bloc, par la hache du charpentier.",C2,"['Selon leur situation sociale', 'Ils avaient des vêtements.', ', sous-vêtements, vestes,', '- de bons vêtements,', 'entouré de toute la considération', ""Nous sommes d'une famille, et nous ne sortirons pas."", ""n'ont des armoires que pour les"", 'Solennités; pendules à haute densité', 'Basques flottant dans le vent, à co', 'llet cylindrique, avec de larges poches', 'S comme des sacs; blousons', ""s feuille, qui accompagnait l'ordine"", 'un peu de cape cervicale', ""l'éle de cuivre à sa visière ; habi"", 'ts-vests très courts, ayant dan', 's les deux boutons arrière se ferment ensemble', ""comme une paire d'yeux, et dont"", 'les brins semblaient avoir été c', ""Travaillé à partir d'un bloc, par l"", 'La hache du charpentier.']"
1170,"vec ses livreurs à vélo aux énormes sacs à dos carrés, l'entreprise est devenue incontournable pendant la pandémie.",C1,"[""vec ses machines de livraison de vélos à l'enor"", ""mon sac à dos carré, l'entrepreneur"", 'ise est devenu un must p', 'la pandémie.']"
599,Il me reste des croissants.,A1,"[""J'ai toujours des croissants.""]"
1892,Sa grossesse se passe bien et elle travaille toujours dans le même restaurant.,B1,"['Sa grossesse va bien et', 'Il travaille toujours en moi.', 'Restaurez-moi.']"
842,C'est le château.,A1,"[""C'est le château.""]"
1941,L'école n'a plus la même fonction qu'hier parce que le monde a changé.,A2,"[""L'école n'a plus le même travail."", 'n seulement hier parce que le monde a c', 'Ça a changé.']"
2208,"Si nous sortons sous la pluie vêtus de la sorte, nous serons malades en un rien de temps.",B1,"['Si nous sortons sous la pluie', 'Donc, nous nous tromperons.', 'Dess en peu de temps.']"
1117,"Il élabore des méthodes pour défendre la ville d'une attaque navale des Turcs avec, notamment, l'invention d'un scaphandre à casque rudimentaire.",C1,"['Il développe des méthodes pour', 'enrager la ville avec une attaque de la nav', 'des Turcs avec, entre autres,', ""'invention d'un cas d'escapandre"", 'Ce rudimentaire.']"
1501,Nous pouvons affirmer avec certitude que cette zone était utilisée comme cimetière entre le dernier quart du Ier siècle et la première moitié du IIe siècle de notre ère.,C1,"['Nous pouvons dire avec certi', 'que cette zone a été utilisée', 'comme un cimetière entre les dern', 'Le premier quart du 1er siècle et le', 'la moitié du deuxième siècle de n', 'otre époque.']"
1918,"Le vêtement est comme un enduit ; il met tout en relief, et la toilette a été inventée bien plutôt pour faire ressortir des avantages corporels que pour voiler des imperfections.",C2,"['Le vêtement est comme un manteau', '; il met tout en évidence, et t', 'oilet a été inventé plutôt', 'tôt pour faire sortir les fourgonnettes', 'étiquettes du corps uniquement pour le voile', 'des imperfections.']"
3179,"Si vous aviez cherché ces dossiers, vous les auriez trouvés.",B2,"['Si vous cherchiez ces dossées.', 'Rs, vous les auriez trouvés.']"
4569,Jamais auparavant l'humanité n'avait produit autant de nourriture.,B2,"[""Il n'y a jamais d'humanité avant."", ""Vait produit autant d'engraissement"", 'e.']"
4667,Quelle est la plus belle qualité de la femme d'Azaël ?,B1,"['Quelle est la plus belle qualité', ""La femme d'Azael?""]"
3739,"D'abord, nous voulions dormir à l'hôtel mais finalement Martine, mon amie d'enfance, nous a proposé d'aller chez elle alors nous avons accepté.",B1,"[""D'abord, nous voulions dormir à"", ""l'hôtel mais enfin Martine,"", ""Mon ami d'enfance, il nous tient."", 'On doit aller chez elle, donc on doit y aller.', ""Je suis d'accord.""]"
4469,"Dans son ouvrage, Mitra-Varuna, Dumézil signale qu'aux Indes comme à Rome, il y a deux manières pour le pouvoir viril de s'affirmer : en Varouna et Romulus, dans les Gandharvas et les Luperques, il est agression, rapt, désordre, hybris ; alors la femme apparaît comme un être qu'il faut ravir, violenter ; les Sabines ravies se montrent stériles, on les fouette avec des lanières en peau de bouc, compensant par la violence un excès de violence. Mais Mitra, Numa, les Brahmanes et les Flamines assurent au contraire l'ordre et l'équilibre raisonnable de la cité : alors la femme est liée au mari par un mariage aux rites compliqués et, collaborant avec lui, elle lui assurela domination de toutes les forces femelles de la nature ; à Rome, si la flamina meurt, le flamen dialis se démet de ses fonctions.",C2,"['Dans son livre, Mitra-Varuna,', ""Dumézil rapporte qu'en Inde"", 'à Rome, il y a deux façons', 'pour le pouvoir viril de grandir', 'Mer : à Varouna et Romulus, dan', 's Gandharvas et Luperque', ""S'il est agressé, rapt, endolori."", ""dre, hybris ; puis l'application femme"", 'Râteau comme un être que vous devez r', 'avir, violent; Sabines ra', 'Les vies se révèlent stériles,', 's s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s', 'eau de chèvre, compensation par le v', 'Iolence un excès de violence.', 'est Mitra, Numa, les Brahmans et', 'les Flaminines assurent le contra', 'ordre et équilibre', 'nable de la ville: puis le fem', 'Je suis lié au mari par une maria.', 'avec des rites compliqués et,', ""Avortant avec lui, elle l'assure"", 'la domination de toutes les instances', 'ces femelles de la nature ; en Ro', 'moi, si la flamme meurt, la flamme', 'dans didis est désengagé de ses fonctions', '- Non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non.']"
4060,"Pour aller à la salle internet à partir de l'escalier, marchez jusqu'à l'accueil",A1,"[""Pour aller à la salle d'Internet à"", ""de l'escalier, marche j"", 'seulement à la réception']"
4560,J'ai vu son nom sur la boîte aux lettres.,A2,"[""J'ai vu son nom sur la boîte."", 'Des lettres.']"
2091,Monsieur de Cyrano n'est pas là ?,A1,"[""M. de Cyrano n'est pas là."", ""- C'est de ça que tu parles?""]"
4725,"Tous les matins, il suit la même routine : il commence par se laver le visage avant de prendre une douche.",A2,"['Tous les matins, il suit le mem', ""c'est la routine: il commence par se l"", 'face à face avant de prendre', 'Une douche.']"
4349,"Les clés sont ici, je les ai trouvées",B1,"['Les clés sont là, je les ai.', 'uvées']"
881,"Pour les produits qui sont humides ou les surgelés, notre solution pour le moment, c'est de doubler les sacs""",B1,"['Pour les produits humides', 'ou congelés, notre soluti', 'On a des ennuis en ce moment.', 'aux sacs""']"
3078,Est-ce que ton mari et tes enfants vont bien,B1,"['Votre mari et vos enfants?', 'Je vais bien.']"
1413,Illusion de l'ignoble qui attire tant d'êtres!,C1,"[""Illusion de l'ignoble qui attire"", ""Tant d'êtres!""]"
533,Les ressources disponibles en ligne peuvent faciliter l'apprentissage des lycéens.,B2,"['Ressources disponibles en', ""peut faciliter l'apprenti"", 'Sauge du lycée.']"
252,Cet auteur tellement lu pour sa Grammaire impertinente propose aussi. des Jeux pour lire vite (Retz),C2,"[""Cet auteur l'a ainsi lu pour son"", 'Impertinent Grammar a proposé un', 'Jeux à lire rapidement (R', 'etz)']"
3001,"Si le smartphone fait partie de notre quotidien et rend de nombreux services, de récentes recherches montrent qu'il présente des risques dont ses utilisateurs doivent se méfier.",C1,"['Si le smartphone fait partie de', 'notre vie quotidienne et rend', 'services, recherche récente', ""montrer qu'il a"", 'risques dont ses utilisateurs d', 'Je ne sais pas, je ne sais pas.']"
2319,"Cependant, un recours en urgence a suspendu la décision, imposant le statu quo le temps qu'une cour d'appel examine le dossier, et ce afin d'éviter un ""effet yo-yo"".",C1,"['Toutefois, un appel urgent', ""suspension de la décision, l'imposan"", 't le statu quo pour le temps a c', 'le recours examine le dossier,', 'afin d\'éviter un ""effet jeune""', '-yo.""']"
4247,"Un visage humain est projeté sur un masque de plastique et s'adapte à son interlocuteur (rire, larmes, dédain, gêne, neutre.)",C2,"['Un visage humain est projeté sur', 'un masque et un ada en plastique', '(Rires, l)', 'armes, dédain, embarras, neutre.)']"
3634,Ellénore gardait le silence.,B2,['Ellenore est restée silencieuse.']
61,"Et cette année, ça défile !",B1,"['Et cette année, ça tourne!']"
240,J'étais donc lycéen et pompier à la fois.,A2,"[""Donc j'étais un élève du lycée et pompier à"", 'Ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais']"
765,"Chaque soir de mon enfance, je rentrais à la maison poursuivi par l'école.",B1,"['Chaque nuit de mon enfance,', 'Entrée dans la maison poursuivi pa', ""L'école.""]"
1209,J'ouvrais la porte et le chien courait à l'extérieur.,A2,"[""J'ouvrais la porte et le chien."", ""ou à l'extérieur.""]"
1705,"C'est quelqu'un sur qui vous pouvez compter, vous pouvez vous fier à lui.",B1,"[""C'est quelqu'un que tu veux connaître."", 'Comptez, vous pouvez faire confiance.', 'Pour lui.']"
1406,"Puis je me bagarrais avec Daffy, mon canard en peluche, je machouillais mon os qui couine ou je chantais à runisson avec la radio de la voisine",C1,"['Et puis je descendais avec Daffy,', 'mon canard farci, je macho', 'mon os grince ou moi', 'Chanter avec le radis', 'o le voisin']"
497,"Le dessein de lui plaire, mettant dans ma vie un nouvel intérêt, animait mon existence d'une manière inusitée.",C2,"['Le plan pour lui plaire, mettan', 'dans ma vie un nouvel intérêt,', ""a animé mon existence d'un homme"", ""C'est inhabituel.""]"
1055,"Si cette dernière innovation voyait le jour, une de ses applications serait tout aussi impressionnante et inquiétante.",B2,"['Si cette dernière innovation voit', ""le jour, l'un de ses appcats"", 'Ions serait tout aussi impressionnant', 'et inquiet.']"
1479,"Après 13 ans, l'appareil articulatoire et phonatoire de l'enfant se fige, ce qui explique que les adultes ont tant de mal à apprendre les langues étrangères",C2,"[""Après 13 ans, l'appareil"", ""atorium et phonatoire de l'enfant"", 'est congelé, ce qui explique que', 'Les adultes ont tellement de difficultés à apprendre', 'endre les langues étrangères']"
1691,"Hier, en raison de violents orages, des villageois ont été privés d'électricité.",B2,"['Hier, en raison de la violence orag', ', les villageois ont été privés', ""s d'électricité.""]"
681,J'avais une idée derrière la tête.,A2,"[""J'avais une idée derrière la tête."", 'e.']"
2801,"Les vins français changent, évoluent, retrouvent l'éclat perdu et innovent tout en plaisant.",B2,"['Les vins français sont en train de changer,', ""ot, retrouver l'éclat perdu ot"", 't innover tout en étant agréable.']"
70,Comment t'appelles-tu ?,A1,['Quel est votre nom?']
2015,Nous commençons un nouveau cours,A1,['Nous commençons un nouveau cours']
2750,"D'autre part, l'échec scolaire croissant des garçons.",C1,"[""D'autre part, l'échec de l'école c"", 'Des garçons qui se lèvent.']"
2692,L'artiste peignit un paysage qu'il eut vu,C2,"[""L'artiste a peint un paysage qui"", ""Il l'aurait vu.""]"
3992,"Ce combustible, majoritairement composé de cellulose et de plastique, permet de chauffer plusieurs installations, dont le spa de la ville.",B2,"['Ce carburant, surtout', 'composés de cellulose et de plastique', ""ique, permet de chauffer plus d'endroits"", 'installations, y compris le spa', 'la ville.']"
2423,Nous vous remercions de votre compréhension et nous vous souhaitons une excellente journée.,A2,"['Nous vous remercions de votre coopération.', 'et nous vous souhaitons', 'par une excellente journée.']"
491,Un héritier : un héritier est une personne qui reçoit des droits ou un patrimoine après la mort d'une personne.,A2,"['Un héritier: un héritier est un', 'la personne qui reçoit des droits;', 'ou une succession postérieure à la mort', 'Une personne.']"
2439,La balle est partie.,A1,['La balle est partie.']
3271,"Et, tournant à gauche, ils pénétrèrent dans une espèce de jardin couvert, que deux grandes fontaines de mauvais goût rafraîchissaient.",B2,"['Et, tournant à gauche, ils pénètrent', 'dans une sorte de jardin', ""couvert, que deux grands l'ont fait"", 'Ines fraîchement goûtées', ""l'ont fait.""]"
47,"En 2007, moins de 8% des déchets des entreprises ont fait l'objet d'une collecte sélective.",B2,"['En 2007, moins de 8 % des déchets', ""des entreprises ont réalisé l'objectif"", 't de collecte sélective.']"
538,Eus-tu sorti les abats congelés du frigo hier soir afin qu'ils soient à température ambiantes pour le repas de ce midi ?,C1,"['Avez-vous sorti des abats congelés?', ""du frigo la nuit dernière pour qu'ils puissent"", 'o est à la température ambiante', 'Et le déjeuner?']"
468,"En revanche, le sapin n'avait pas perdu une seule aiguille.",A2,"[""D'autre part, l'arbre n'avait pas"", ""J'ai perdu une seule aiguille.""]"
1041,"Hé bien, il faut remonter en 1534 pour en trouver l'origine quand le navigateur Jacques Cartier découvre le Québec",C1,"['Eh bien, nous devons retourner à 153.', '4 pour trouver son origine quan', 'd le navigateur Jacques Cartier', 'découvrir le Québec']"
2067,Les statistiques sur l'apprentissage montrent que les garçons ont des facultés mentales identiques à celles des filles.,B2,"[""Statistiques de l'apprentissage"", 'montrer avec sagesse que les garçons sont', 't identifier les facultés mentales', 'les filles.']"
4302,Je vais en Grèce avec mon amie,A1,['Je vais en Grèce avec mon ami.']
465,Cette activité apparait dans la religion grecque de l'Antiquité comme un cadeau qui est toutefois imposé aux Hommes pour qu'ils puissent survivre,C2,"['Cette activité apparaît dans le', 'La religion grecque des temps anciens', 'comme un cadeau qui est allfoi', ""s imposés aux hommes pour qu'ils"", 'peut survivre']"
3282,"Les écarts hommes-femmes restent ""particulièrement marqués"" chez les plus jeunes : 50% des femmes âgées de 16 à 24 ans déclarent avoir pratiqué au moins une activité physique ou sportive dans l'année et 33% régulièrement chaque semaine, contre respectivement 63% et 45% des hommes de cette classe d'âge.",C1,"['Il subsiste des disparités entre les sexes', '""particulièrement marqué"" en', 'le plus jeune: 50% des femmes', 'Rapport sur les personnes âgées de 16 à 24 ans', 'avoir au moins un acte', ""l'activité physique ou sportive dans"", ""l'année et 33% régulièrement"", ""par semaine, l'un contre l'autre"", '63% et 45% des hommes dans cette catégorie', ""e groupe d'âge.""]"
416,"Trop souvent le tourisme est une cause de dégradation de l'environnement ou de désorganisation d'une société traditionnelle alors que le voyageur doit être à l'écoute, tolérant et s'adapter à la vie locale.",B1,"['Trop souvent, le tourisme est un', ""cause de la dégradation de l'environnement"", 'ou de désorganisation d', ""'une société traditionnelle"", 's le passager doit être à la', ""l'écoute, la tolérance et l'adaptation à"", 'la vie locale.']"
3485,"Je levai courageusement le petit doigt et je repris mon souffle, coupé par la stupeur de ce que j'avais vu précédement.",B2,"[""J'ai élevé le petit courageusement."", 'doigt et je vais prendre mon souffle,', 'coupé par la stupeur de ce', ""Je l'avais déjà vu.""]"
1469,"Elle me raconta ce qu'elle avait souffert en essayant de s'éloigner de moi ; que de fois elle avait espéré que je la découvrirais malgré ses efforts ; comment le moindre bruit qui frappait ses oreilles lui paraissait annoncer mon arrivée ; quel trouble, quelle joie, quelle crainte elle avait ressentis en me revoyant ; par quelle défiance d'elle-même, pour concilier le penchant de son coeur avec la prudence, elle s'était livrée aux distractions du monde, avait recherché la foule qu'elle fuyait auparavant.",C2,"[""Elle m'a dit ce qu'elle avait."", ""la souffrance essayant de s'échapper"", 'de moi ; seulement parfois elle av', ""J'espérais la trouver."", 's malgré ses efforts; comment l', 'il a le moins de bruit qui a frappé le sien', 'Les oreilles lui paraissaient publicitaires.', 'r mon arrivée ; quel problème, que', ""qu'est-ce qu'elle a peur?"", 'a été ressenti en me voyant à nouveau;', ""par ce qui se méfie d'elle-même,"", ""pour réconcilier l'inclinaison de s"", 'nous craignons avec prudence, elle', ""s'était livré à des distractions"", 'du monde, avait cherché le fou', ""ce qu'elle avait déjà fui.""]"
2486,Les joueurs se furent rapidement ressaisis après la tentative désastreuse pour égaliser le score avant la mi-temps.,C1,"['Les joueurs étaient rapides.', 'repris après la tentative', 'sastrous pour égaliser le score', 'avant la mi-temps.']"
2451,"Il peut également rendre ""addict"". Le smartphone est aujourd'hui omniprésent dans nos vies : 58 % des Français déclarent avoir leur mobile 24h sur 24 h avec eux ; 41 % le consultent même au milieu de la nuit et 7 % vont jusqu'à répondre à leurs messages dans leur lit.",B2,"['Il peut aussi rendre ""addict""', ""Le smartphone est aujourd'hui."", 'ubiquitous dans nos vies: 58', ""% des Français disent qu'ils ont"", 'eur mobile 24 heures sur 24 avec eux', ""41% le consultent même à la fin de l'année."", 'lieu de la nuit et 7% aller jusq', 'répondre à leurs messages', ""C'est leur lit.""]"
3305,"Des quinquas aux prises avec le mal-être de la ménopause, Monique Barbery, 52 ans, gynécologue, en voit passer beaucoup dans son cabinet parisien.",C1,"['Quinquas en difficulté avec le', 'mal-être de la ménopause, Moniqu', 'e Barbery, 52 ans, gynécologue,', 'Il y a beaucoup de choses qui se passent dans le sien.', ""Cabinet d'avocats de Paris.""]"
2115,"Né en 1887 dans l'Empire austro-hongrois, serrurier de formation et poète par passion, Lajos Kassák est écrivain, peintre et fondateur de revues de l'avant-garde hongroise.",C2,"[""Née en 1887 à l'Austro-"", 'Hongrois, formation de serrurier', 'et poète par passion, Lajos Kas', 'sák est un écrivain, peintre et', ""les précurseurs des revues à l'avant-garde"", 'e Hongrois.']"
2620,"C'est ce qu'a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo : Ce chien m'apporte beaucoup de bonheur.",B1,"[""C'est ce qu'Hervé Brass a appris."", 'qui pourraient parler pendant', 'des heures de son chien guide,', ""ndigo : Ce chien m'apporte beauc"", 'Oups de bonheur.']"
3071,"Avec, en premier lieu, leur opposition à une réforme du Sénat qui permettrait d'adopter toutes les lois sans passer par un premier vote requérant 60 voix.",B2,"['Avec, en premier lieu, leur oppo', 'à une réforme du Sénat qui', ""Je ferais en sorte qu'il soit possible d'adopter tous les"", 'lois sans passer par une première', 'par vote nécessitant 60 voix.']"
151,"C'est dans sa lettre à Schuller, extraite de sa Correspondance, que Spinoza dénonce l'illusion du libre arbitre",C2,"[""C'est dans sa lettre à Schuller,"", 'extrait de sa correspondance,', ""que Spinoza dénonce l'illusion de"", 'u libre arbitre']"
3760,"Entre-temps, cette inflation a dopé les interactions et donné une place nouvelle à l'Europe vis-à-vis des autres ensembles sociaux de l'Ancien Monde.",C1,"[""Dans l'intervalle, cette inflation a"", 'o a effectué les interactions et a donné', ""La nouvelle position de l'Europe vis-à-vis"", 'par rapport aux autres groupes sociaux', ""Ils sont de l'Ancien Monde.""]"
4648,C'est justement ce que tentent de faire les associations de prévention en effectuant un travail de longue haleine.,B1,"[""C'est précisément ce que la Commission essaie de faire."", 'o faire des associations prév', ""dans le cadre d'un emploi"", 'à long terme.']"
944,Je me souviens d'un été durant lequel nous nous étions beaucoup déplacés en durant lequel nous nous étions beaucoup déplacés en caravane.,C2,"[""Je me souviens d'un été en I"", 'que nous avions beaucoup de', 'dans laquelle nous n', 'où ils ont été fortement déplacés en', 'Caravane.']"
2721,L'indicateur n'était que de 40% chez les femmes en 2009.,A2,"[""L'indicateur n'était que de 40 %"", 'chez les femmes en 2009.']"
3601,"Au-delà de la pression réglementaire, les entreprises qui s'engagent dans le recyclage des déchets professionnels s'inquiètent de la diminution des matières premières qui entrent dans la composition de ces appareils : des métaux rares, du cuivre, du fer.",B2,"['Au-delà de la pression réglementaire', 'La proposition de directive de la Commission relative au rapprochement des dispositions législatives, réglementaires et administratives des États membres relatives à la mise sur le marché de certains biens et services dans la Communauté est fondée sur une proposition de la Commission des Communautés européennes au Conseil (COM(93) 427 final).', 'gent dans le recyclage des déchets', ""ts s'inquiètent de"", 'e réduction des matières premières', 'Proposition de directive de la Commission concernant le rapprochement des dispositions législatives, réglementaires et administratives des États membres relatives à la commercialisation des médicaments à usage humain.', 'de ces dispositifs:', 'des taux rares, du cuivre, du fer.']"
2498,"D'après Marx, les Hommes qui font du travail une contrainte sont ceux qui produisent les objets du désir des Hommes",C2,"['Selon Marx, les hommes qui', ""t d'une contrainte de travail sont"", 'ceux qui produisent des objets', 'du désir des hommes']"
621,"Moi, je suis musicien, je suis violoniste.",A1,"['Je suis musicien, je suis v.', 'Ioloniste.']"
2288,Plus que ça.,A1,['Plus que ça.']
3632,"Il s'est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, et une brioche aux pralines, pâtisserie typiquement lyonnaise",B2,"[""Il s'est aussi arrêté."", 'une boulangerie où il a des longmen', 't hésitant entre un pain au chocolat', 'un croissant, et une brioche', 'avec pralines, pâtisserie typique', 'Lyonnais']"
810,"Nous sommes pris en otages par des imposteurs, par des maniaques du pré-cuit et de la vinaigrette en sachet !",B2,"['Nous sommes pris en otage par', ""Il s'imposait, par des maniaques"", 'Précuits et vinaigrettes', 'Il est dans un sac!']"
2437,C'est chouette !,A1,"[""C'est gentil!""]"
3351,"Mauvais par tous les stratagèmes et subterfuges qu'il suggère ; les recommandations, les préparations stratégiques, et, en somme, l'emploi de tous expédients pour franchir le seuil redoutable.",C2,"['Mauvais par tous les stratagèmes', ""et des subterfuges qu'il suggère;"", 'les recommandations, les préparer pour', 'et, en somme,', "", l'utilisation de tous les expédients"", 'pour franchir le seuil terrible.']"
2897,"On lui accorda, pour compagnes, et afin de l'aider lors de son accouchement, deux femmes des plus sages furent cloîtrées avec elle.",C2,"['Il a été donné, pour la compagnie,', ""et afin de l'aider pendant"", 'les couches, deux femmes de la', 's sage ont été cloîtrés avec el', 'Les.']"
233,"Ainsi l'inaltérable patience de robots instituteurs en Corée du Nord et au Japon convient elle aux enfants autistes, mais nul ne sait comment évolueront les autres enfants qui n'apprennent pas à composer avec les humeurs d'un professeur humain.",C1,"['Ainsi la patience inaltérable de', 'robots enseignants en Corée', 'Nord et le Japon est adapté pour', 'aux enfants autistes, mais personne', ""sait comment l'aut va évoluer"", ""enfants qui n'apprennent pas"", 'pour faire face aux humeurs de u', ""Il n'y a pas de professeur humain.""]"
4594,Tu me manques beaucoup,A1,['Tu me manques beaucoup.']
4728,Tu as pensé à envoyer un message d'excuses à ton correspondant étranger ?,B1,"['Vous avez pensé à envoyer un message.', 'excuses à votre correspondant e', 'Etranger?']"
4231,"Les reliures de tons différents, rouges, jaunes, vertes, violettes, et bleues, mettaient de la couleur et de la gaieté dans cet alignement monotone de volumes.",B2,"['Reliures de différentes tonalités,', 'rouge, jaune, vert, violet', 'a, et bleu, mettre c', 'et la joie dans ce', 'alignement monotone des volumes.']"
4388,"Une des originalités de la Fondation est d'impliquer la communauté scientifique dans la création des ressources pédagogiques, l'accompagnement des classes et la formation continue des enseignants.",C2,"['Une des origines de la Fonda', 'La Communauté doit être impliquée dans ce processus.', 'Dans le domaine de la science et de la technologie,', 'des ressources éducatives,', 'accompagnement des classes et des', 'formation continue et formation des enseignantsa', ""C'est vrai.""]"
2181,Cette tranquillité ne l'effrayait pas moins que s'il eût trouvé le logis en rumeur,C2,"['Cette tranquillité ne lui a pas fait peur.', ""t pas moins que s'il avait trouvé"", 'La maison dans la rumeur']"
2045,J'ai vu la tour Eiffel ?,A1,['Ai-je vu la Tour Eiffel?']
