sentence,A1
Mais j'ai réussi à les mettre au lit tous en même temps cette fois.,0
Jason a très faim et cherche un restaurant,0
Qui a arrêté le policier voleur ?,1
"Il les assembla donc, leur fit donner des cognées, et leur ordonna de tailler dans la forêt une route qui la traverserait d'outre en outre.",0
"Le caractère pénible et douloureux du travail est ainsi exprimé dans la phrase ""tu travailleras à la sueur de ton front""",0
"Nos techniques et nos actions ne cessent d'engendrer des effets imprévisibles, souvent contraires à nos intentions.",0
"De son côté, la délégation américaine a tenté de persuader Moscou de ne pas approuver le texte, arguant que les technologies du futur permettraient de réduire les émissions de GES sans contrainte.",0
Il neigeait de plus en plus fort.,0
"Il doit étudier et écrire pendant quatre heures le matin et il ne peut se reposer que vingt minutes au moment de la récréation, à dix heures du matin",0
Projet d'externalisation de notre production de médicaments et des essais cliniques.,0
"Je devins sombre, taciturne, inégal dans mon humeur, amer dans mes discours.",0
"Selon le journaliste Nicholas Carr, l'usage intensif d'Internet modifierait nos comportements de travail intellectuel et dégraderait nos capacités cognitives.",0
"Au bout du petit matin, une autre petite maison qui sent très mauvais dans une rue très étroite, une maison minuscule qui abrite en ses entrailles de bois pourri de dizaines de rats et la turbulence de mes six frères et soeurs, une petite maison cruelle dont la intransigeance affole nos fin de mois et mon père fantasque grignoté d'une seule misère, je n'ai jamais su laquelle, qu'une imprévisible sorcellerie assoupit en mélancolique tendresse ou exalte en haut flammes de colère ; et ma mère dont les jambes pour notre faim inlassable pédalent, pédalent de jour, de nuit, je suis même réveillé la nuit par ces jambes inlassables qui pédalent la nuit et la morsure âpre dans la chair molle de la nuit d'une Singer et que ma mère pédale, pédale pour notre faim et de jour et de nuit.",0
"Toute tentative de remonter aux origines du langage humain deviendrait impossible et le mystère de la ""première langue"" ne serait jamais percé.",0
"En plus, il y avait le grand parasol qui prenait toute la place",0
La maison de Ben est grande,0
Des crèches vivantes y sont organisées et la paroisse se prépare pour la messe de minuit,0
"Il a trouvé ses clés dans la niche du chien, sous un tas de feuilles.",0
"Comme tant d'autres aussi, faute de s'être pliée à des convenances factices, mais nécessaires, elle avait vu ses espérances trompées, sa jeunesse passer sans plaisir ; et la vieillesse enfin l'avait atteinte sans la soumettre.",0
"Cette situation pourrait laisser croire qu'il y a un retard dans l'apprentissage d'une des deux langues, mais quand on étudie le vocabulaire des enfants bilingues et monolingues à trois ans, on trouve le même nombre de mots, en moyenne.",0
La pluie vient arroser les champs et sauve ainsi la colonie d'un grand malheur,0
Claude HAGÈGE est Professeur au Collège de France et Directeur d'études à l'École Pratique des Hautes Études,0
"Il ne faut pas que je dépasse 5, car je ne connais pas 6.",1
La tête se compose du visage et du crâne qui est recouvert de cheveux,0
"L'année dernière, j'ai fait deux stages en entreprise.",0
"Car, si les émoluments fixes étaient insignifiants, il y avait le casuel, il y avait surtout les quêtes à domicile.",0
"La vie, c'est comme une boîte de chocolats : on ne sait jamais sur quoi on va tomber.",0
"Ici, tout est immense, il y a du monde partout, les gens sont pressés, . c'est impressionnant !",1
Illusion du laid qui est une opinion changeante!,0
Mais les jeunes ils attendent ça depuis longtemps.,0
"Quand elle vécut cette catastrophe hors norme, soudain elle perdit son sang froid.",0
Il est important de boire du café.,1
"Presque toujours, pour vivre en repos avec nousmêmes, nous travestissons en calculs et en systèmes nos impuissances ou nos faiblesses : cela satisfait cette portion de nous qui est, pour ainsi dire, spectatrice de l'autre.",0
Le rouge est une couleur vive.,1
"La Fondation à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique.",0
"Les longues salles rococo, étourdissantes de peluche et de volutes d'or, étaient peuplées de fragments romains, blancs et dissociés : une jambe de coureur, la tête glacée à demi détournée d'une matrone frappée au sein, dont les prunelles aveugles et hardies recevaient une pupille de toute ombre fugitive, en sorte que ce qu'elles regardaient était un acte de soleil.",0
"À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",0
"J'ai une arme, et toi non.",0
"Les articulations sont en haut la hanche, au milieu le genou en en bas la cheville",0
Les responsables européens sont dos au mur.,0
"Au moins sept manifestants pro-démocratie ont été tués et plusieurs blessés mercredi en Birmanie par les forces de sécurité qui continuent à tirer à balles réelles, un échec pour la communauté internationale dans l'incapacité d'interrompre la spirale de violence meurtrière.",0
"Mon père lui en reparla dans nos rencontres ultérieures, le tortura de questions, ce fut peine inutile : comme cet escroc érudit qui employait à fabriquer de faux palimpsestes un labeur et une science dont la centième partie eût suffi à lui assurer une situation plus lucrative, mais honorable, M. Legrandin, si nous avions insisté encore, aurait fini par édifier toute une éthique de paysage et une géographie céleste de la basse Normandie, plutôt que de nous avouer qu'à deux kilomètres de Balbec habitait sa propre soeur, et d'être obligé à nous offrir une lettre d'introduction qui n'eût pas été pour lui un tel sujet d'effroi s'il avait été absolument certain - comme il aurait dû l'être en effet avec l'expérience qu'il avait du caractère de ma grand'mère - que nous n'en aurions pas profité.",0
"Nous devons apprendre une multitude de langages: scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",0
"En France, Noël est un moment important",0
"La start-up parisienne Syntheligence présente Lighty, un robot au visage d'homme pour transmettre des émotions.",0
"Au cours de ces trente années, deux vies se déroulent donc devant nos yeux, avec leur lot de grands chagrins et d'amourettes, de déceptions et d'emballements.",0
Je ne comprends rien à ce site d'achat en ligne !,0
"Le mythe du retour aux sources, l'engouement écologique, le rejet des transports en commun et des rythmes professionnels épuisants peuvent aussi constituer de puissants ressorts.",0
Je vais prendre une tarte aux fraises.,1
"Car là où elle est appliquée, cette indemnité a produit d'excellents résultats.",0
"Héloïse Dufour, donc je le disais, vous êtes biologiste.",0
"Elle disait : ""Enfin, on respire !"" et parcourait les allées détrempées - trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment de la nature et auquel mon père avait demandé depuis le matin si le temps s'arrangerait - de son petit pas enthousiaste et saccadé, réglé sur les mouvements divers qu'excitaient dans son âme l'ivresse de l'orage, la puissance de l'hygiène, la stupidité de mon éducation et la symétrie des jardins, plutôt que sur le désir inconnu d'elle d'éviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusqu'à une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème.",0
Mon grand-père nous adore et nous offre de nombreux cadeaux.,0
"Selon l'objectif fixé dans le projet, il est a priori logique de se focaliser sur les taches d'habitat de l'espèce cible, donc de chercher quelles sont les taches de prairie les plus intéressantes à ""supprimer"" du réseau ; ces taches ont des tailles très variables selon les zones des plateaux jurassiens, la plus grande tache atteignant 36 km2.",0
J'ai vu cette grande image de l'Italie se relever de la fange où les Allemands la retiennent plongée ; elle étendait ses bras meurtris et encore à demi chargés de chaînes vers son roi et son libérateur.,0
"Je m'élançais au-devant de la nature, pour la remercier du bienfait inespéré, du bienfait immense qu'elle avait daigné m'accorder.",0
"Bien que revendiquée des poètes par goût pour la bohème, la marginalité de ce mode de vie est aussi assignée et subie lors de rituels d'accueil dégradants et déshumanisants : toilette collective, mauvaise nourriture, linge d'une hygiène douteuse, mais aussi le froid, la faim, la promiscuité et les insultes. Les effets psychologiques de la mise à nu des corps fatigués et surtout la peur de la dépossession des maigres biens portés à même le corps éloignent les aidants et des aidés.",0
"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soit enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège). Mais cette initiative suscite par ailleurs de nombreuses réticences.",0
Puis-je vous proposer un massage en attendant le départ de l'avion?.,0
"L'après-midi, elle se promène dans la campagne, ou elle explore la région",1
"Retour en cuisine, les piments sont parfaitement ciselés, Gérard-Michel renouvelle le même geste avec le persil, la civette et l'ail",0
Ils étudièrent méticuleusement la topographie du territoire avant de s'y aventurer pour récolter des données statistiques équivoques.,0
Je comprends la situation.,1
Je ne veux pas te déranger.,1
"Si je croise Émilie par hasard, je l'inviterai à souper pour le réveillon de la saint sylvestre.",0
Il a repris sa voiture et il est rentré chez lui pour boire son verre de vin blanc en prenant un bon bain bien chaud,0
"L'idée était de stimuler chez les élèves l'esprit scientifique et les capacités d'expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société (éducation à la santé, au développement durable .) avec pour objectif que chacun de ces projets touche en moyenne 10'000 classes.",0
"Néanmoins, l'industrie photovoltaïque peut encore améliorer la performance environnementale de ses produits.",0
"Alors, tu voyais le film, tu écrivais un texte et tu décrivais l'histoire.",0
Mon second copain fit des études de commerce.,0
"Elle éclaire, cette lueur, les chemins crépusculaires qui mènent vers la délivrance.",0
La grange était en feu.,0
Il ne les enferme pas dans des cadres étanches de civilisations qui s'entrechoquent.,0
"En été, j'aime faire de la randonnée et vous, que faites-vous le soir en hiver ?",1
Pouvez-vous m'indiquer la poste s'il vous plait ?,0
"Les Bédouins, eux, se couvrent de la tête aux pieds pour s'en protéger.",0
"Le marquis la reçut de mauvaise grâce, debout dans le vestibule, et mit un certain temps à comprendre ce qu'elle voulait car c'était une femme aux mots remâchés et aux circonlocutions amphigouriques",0
"Kassák témoigne du lourd protocole d'admission aux asiles de nuit, lieux de charité recherchés, tant la perspective d'une nuit sans toit sur la tête est éprouvante, mais aussi craints pour les mauvais traitements qu'on y subit.",0
Et chaque hiver constitue une nouvelle menace.,0
Je vais prendre le premier.,1
J'ai froid,1
L'île était assez grande.,1
l défend ainsi une position philosophique déterministe suivant laquelle tous les événements sont absolument nécessaires et le sentiment que nous avons d'être libres ne serait qu'une illusion naturelle,0
Le jardin commença à fleurir après qu'il se fut mis à faire chaud,0
"La comtesse voulut débarquer au milieu de l'ouragan et des coups de tonnerre ; elle prétendait que, placée sur un rocher isolé au milieu du lac, et grand comme une petite chambre, elle aurait un spectacle singulier ; elle se verrait assiégée de toutes parts par des vagues furieuses ; mais, en sautant de la barque, elle tomba dans l'eau.",0
Le Président Macky. Sénégal l'avait bien dit aussi.,0
"En plus, je ne m'entends pas très bien avec ma mère.",0
Il faudrait inventer un temps particulier pour l'apprentissage.,0
J'écris un peu.,1
Pouvez-vous parler plus lentement ?,1
On y met des coussins et on peut parfois l'utiliser en lit.,0
"Toniques, les papy-boomers sont formatés pour le changement.",0
Il faut alors prendre le métro durant vingt minutes avant d'arriver devant l'école.,1
"""Prince, dirent-ils, la forêt est trop sauvage et trop grande : aucun homme ne pourrait pénétrer jusqu'à son coeur.",0
"La nuit arriva et la neige tombait toujours, de plus en plus fort.",0
Je ne peux pas dormir parce que les voisins font trop de bruit.,0
Leurs maillots de bain séchaient à l'arrière de la maison et elle se débarrassa de ses vêtements de travail trempés de sueur pour enfiler son bikini.,0
Je suis désolée.,1
"Ou plutôt, il ne se la pose plus : il n'aime pas l'école, il la déteste.",0
"Le matin, elle va au marché du village pour acheter des fruits et des légumes, et pour discuter avec ses voisins",1
"C'est très important, surtout dans une dynamique d'innovation dans laquelle travaille typiquement une équipe de développement de voir, en tant que manager, que les personnes en face s'expriment indépendamment, offrent leurs pistes d'amélioration sur leur travail au quotidien.",0
"Quand il fera le ménage de l'appartement, il jettera les vieux papiers, il nettoiera le linge et il ouvrira les fenêtres.",0
Théo vérifie qu'il a bien fait son lit avant de s'habiller et de partir à l'école.,0
Tu penses que la bibliothèque est ouverte ?,1
Elle veut travailler avec des étrangers et elle peut parfois travailler le week-end,1
"Aujourd'hui, c'est leur mariage.",1
Tu me dis que c'est moi qui ai refusé d'aller chez toi il y a un an.,0
C'est son cas.,0
"À quelques semaines d'intervalle, Jean-Claude Kella, alias Le Diable, figure mythique de la french connection, et Antoine Cossu, dit l'Anguille, as du braquage et de l'évasion, tombés ensemble dans l'affaire Topaze, un trafic international de stupéfiants, ont publié leur premier livre, écrit en détention.",0
"Le fonctionnement de base est identique aux autres versions de Counter-Strike : les joueurs sont divisés en deux équipes, les terroristes et les antiterroristes.",0
Nous allons nous promener en bord de mer et rendre visite à nos amis.,0
"J'entre aux gardes demain, dans les Cadets",0
"La Corse est une petite île au sud de la France, dans la mer Méditerranée.",0
"Qu'est-ce que je vous sers, mesdemoiselles ?",1
C'est une manière de découvrir un endroit en évitant les lieux touristiques et en respectant le milieu naturel.,0
Il n'y a cependant pas de plats de légumes à la carte.,0
Qu'est-ce que tu fais pour les vacances cette année,1
"Au printemps 1621, la moitié de ces pèlerins sont morts",0
"Si le mythe fut réactivé en 1818, on ne peut assimiler le Golem à un robot pourvu d'une intelligence artificielle!",0
"Offerte à mes regards dans un moment où mon coeur avait besoin d'amour, ma vanité de succès, Ellénore me parut une conquête digne de moi.",0
"Et dans votre pays, ça se passe comment ?",0
"Ce combustible, majoritairement composé de cellulose et de plastique, permet de chauffer plusieurs installations, dont le spa de la ville.",0
"Un enfant bilingue est éminemment favorisé par l'inexistence de toutes les contraintes, toutes les censures qui caractérisent l'adulte après 13 ans",0
"Les méthodes de la biologie synthétique, qui aboutissent à la création artificielle de systèmes ou de composants biologiques en ajoutant des séquences artificielles d'ADN à un ""châssis"" génétique naturel minimal ou en assemblant des segments d'ADN artificiel pour créer de toutes pièces un système fonctionnel.",0
"À l'aise devant la vie, séduisant, nonchalant, souriant, au-dessus des mesquineries et des jalousies, impavide devant l'hypocrisie, la discourtoisie, la vulgarité d'âme.",0
"Pour une meilleure conservation, notre chef a transformé ses piments végétariens et son ail en purée, en les mixant avec une à deux cuillères d'huile",0
Il plut toute la nuit et le vent souffla sans cesse contre les carreaux de la ville demeure.,0
Sont visés les plans de participation du personnel mis en place par une société en faveur de ses employés sous forme d'octroi d'actions ou d'options.,0
Carlos Ghosn sera-t-il le dernier protagoniste de sa folle escapade à demeurer hors d'atteinte de la justice ?,0
"Ce licol : Le terme licol"" n'est plus très utilisé.",0
"En vingt ans, leur nombre est passé de 4500 à plus de 30 000, selon la direction du Tourisme du ministère de l'Emploi, qui ne recense que les maisons d'hôtes labellisées par les principales organisations touristiques.",0
"De nombreux reportages s'arrêtent sur ces pères-là, posant sur eux un regard fait de bienveillance, d'admiration et d'étonnement.",0
On a beaucoup discuté de sa mère qui s'est cassé le poignet il y a deux mois.,0
"Malgré les explications d'Emma, dès le duo récitatif où Gilbert expose à son maître Ashton ses abominables manoeuvres, Charles, en voyant le faux anneau de fiançailles qui doit abuser Lucie, crut que c'était un souvenir d'amour envoyé par Edgar.",0
Je n'aime pas sortir la poubelle et je déteste travailler dans le jardin.,0
"Gutrie (Petty, 2000) citent les initiatives marquantes prises dans ce domaine par SKANDIA, RAMBOLL et DOW CHEMICALS pour la publication de rapports annuels incluant la notion de capital intellectuel",0
Il trouve bizarre que l'artiste ait quitté le concert avant la fin samedi soir dernier.,0
"André Gide, dans Les Caves du Vatican, cherche à illustrer la possibilité pour un être humain de réaliser un acte gratuit, c'est-à-dire un acte accompli sans raison, par le seul effet de sa liberté",0
"Pas d'efforts violents et courts mais des efforts progressifs, tous les jours.",0
"Les incidents sont disposés et gradués vers le point culminant et l'effet de la fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière à l'intérêt, et terminant si complètement l'histoire racontée qu'on ne désire plus savoir ce que deviendront, le lendemain, les personnages les plus attachants.",0
"La cinquantaine marque une rupture dans la vie des femmes car elle est synonyme de transformations physiques et fonctionnelles, soulignent-elles.",0
"Je maîtrise le fonctionnement de ce logiciel, mais je n'en comprends pas la logique.",0
Je me contenais à peine lorsqu'un autre que moi s'entretenait à part avec Ellénore ; j'interrompais brusquement ces entretiens.,0
"Nous crûmes qu'il avait commis une erreur fatale à leur salut mais finalement, ils fûrent délivrés pas le destin.",0
J'en ferai d'autres plus avancées.,0
"Le gallinacé symbolise à la fois, la cérémonie des Kapparot célébrée traditionnellement à l'approche de Yom Kippour et la France, terre d'accueil depuis le début des années 20 pour ce couple juif d'origine russe.",0
"Il entendit aussi beaucoup de bruit dans la ville ; en effet un grand mouvement s'opérait, trois divisions traversaient B. Quand, sur les onze heures du soir, la femme du geôlier vint partager ses peines, Fabrice fut plus aimable encore que de coutume ; puis, lui prenant les mains : - Faites-moi sortir d'ici, je jurerai sur l'honneur de revenir dans la prison dès qu'on aura cessé de se battre.",0
"Quand je me fus assis, je remarquai l'omniprésence des papillons",0
"La méthode cathartique est une méthode psychothérapique reposant sur la recherche de la catharsis chez le patient, pratiquée par Freud avant la mise au point de la méthode psychanalytique proprement dite.",0
On est vraiment content que tu sois présente.,0
"Je déconseille le blanc, les harmonies de blanc et le côté ivoire",0
Ils rentrèrent se reposer après qu'ils eurent fait le tour du lac en chaloupe,0
"Les écologistes n'ont pas réussi à faire exclure les plantations ne comportant qu'une seule essence, ni l'utilisation d'espèces ""aliens"" et de variétés transgéniques.",0
"Ce n'était plus l'automne, c'était le printemps!",0
Il y a aussi une table basse.,1
Je te présente Marie. C'est une amie.,1
"Car Joe Manchin et Kyrsten Sinema s'étaient déclarés contre cette mesure précise, menaçant de faire sombrer l'ensemble du plan d'aide qui ne compte pas, pour l'instant, de soutien républicain.",0
"Suivant leur position sociale différente, ils avaient des habits, des redingotes, des vestes, des habitsvestes : - bons habits, entourés de toute la considération d'une famille, et qui ne sortaient de l'armoire que pour les solennités ; redingotes à grandes basques flottant au vent, à collet cylindrique, à poches larges comme des sacs ; vestes de gros drap, qui accompagnaient ordinairement quelque casquette cerclée de cuivre à sa visière ; habits-vestes très courts, ayant dans le dos deux boutons rapprochés comme une paire d'yeux, et dont les pans semblaient avoir été coupés à même un seul bloc, par la hache du charpentier.",0
"Je vais te faire voyager, tu les reverras ces plages de sable blanc sur lequel u aimals courir avec tes parents avant d'aller manger des churros sur le port",0
"Ne quittez pas, je vous passe Marc Lebrun.",1
"Pour beaucoup de cyclistes, la récompense après plusieurs heures de route, c'est la découverte des merveilles architecturales de la région.",0
"Ce sont des jours fériés, c'est-à-dire des jours pendant lesquels on ne travaille pas",0
On le prenait pour un espion.,0
Vous voulez écouter d'autres histoires de Noël ?,1
Tu viens d'où ?,1
"Il y a là un plus grand équilibre entre le rôle que les communes jouent à travers la planification d'affectation et celui des cantons qui limitent les ""excès"" en termes d'utilisation du sol à travers une planification directrice plus ou moins restrictive en termes de nouvelles extensions urbaines.",0
Saul Goodman est un avocat véreux et peut être facilement trouvé dans les pages jaunes d'Albuquerque.,0
"Il la sentait défectueuse en tout, par les bottines non vernies mais assez fines cependant, car il avait la coquetterie du pied, par la chemise de quatre francs cinquante achetée le matin même au Louvre, et dont le plastron trop mince ce cassait déjà.",0
Il n'a pas cours l'après-midi du mercredi,1
"Ensuite, pour qu'il y ait médiation, il faut que les deux parties soient d'accord.",0
"Donc, pendant que je pédalais, ils étaient sûrement assis sur le sable.",0
"""C'est en représentant mon journal, à l'émission , à la radio, que j'ai rencontré le Monsieur, qui dirigeait alors la station.",0
J'ai engagé la conversation pour briser le silence pesant de ces dernières minutes.,0
"Une fois utilisés, ou manipulés, les résultats sont écrits soit dans des mémoires, soit dans des composants qui peuvent transformer une valeur binaire en une action physique.",0
Il sera nécessaire de faire un effort de pédagogie pour faire adopter ces nouvelles technologies qui se banalise-ront.,0
Je suis banquière.,1
"Noël Couedel, alors directeur de l'information, raconte : Dans l'équipe de direction, j'étais le seul à défendre sa candidature.",0
"Et, en France, beaucoup moins de filles que de garçons vont choisir la voie des sciences dites dures , parmi lesquelles les mathématiques.",0
"Après les écoles littéraires qui ont voulu nous donner une vision déformée, surhumaine, poétique, attendrissante, charmante ou superbe de la vie, est venue une école réaliste ou naturaliste qui a prétendu nous montrer la vérité, rien que la vérité et toute la vérité.",0
"Il y a un quartier très agréable pour aller se balader, lorsqu'il fait beau",1
On a passé le reste de la journée à faire les boutiques.,0
"Il dégoise, l'ostrogoth de la téloche formaté au formol, tel un psittacidé déréglé et moche.",0
"Il ira jusqu'à tenter de prolonger le sommeil hibernal d'un mammifère, la marmotte, en tenant l'animal pendant un long temps, pendant plusieurs années, dans une glacière.",0
"Genre de plantes de la pentandrie trigynie et de la famille des portulacées, dont les caractères consistent : en un calice infundibuliforme, à limbe divisé en cinq parties.",0
Tu descends l'escalier et tu tournes à gauche.,1
Je suis fatiguée et préfère prendre le métro pour aller à l'Île de la Cité,0
On se battait donc enfin !,0
"Enfin, pour être bien visible, un gilet jaune est obligatoire la nuit, ce qui rend son utilisateur beaucoup moins stylé, forcément",0
Cette réaction est difficile à réaliser car il faut rapprocher deux noyaux qui ont tendance naturellement à se repousser.,0
"Pour aller à la salle internet à partir de l'escalier, marchez jusqu'à l'accueil",1
"Ici, tout est immense, il y a du monde partout, les gens sont pressés c'est impressionnant !",0
"D'ailleurs, des voix s'élèvent pour dire qu'interdire ne sert à rien si l'on ne tente pas, en même temps, de renouer le dialogue entre les jeunes et le reste de la société.",0
"Pour l'économiste Jeremy Rifkin, dont le livre La Fin du Travail suscita un large débat, le travail est sur la pente d'un inexorable déclin.",0
"Depuis les années 2000, on constate un changement de mentalité.",0
Cette femme mourut seule et misérable.,0
"L'études des interactions économiques, historiques et géographiques permet de mieux comprendre pourquoi l'Europe, un petit cap excentré de l'Eurasie, a imposé en cinq siècles une vision uniforme et inégalitaire de la mondialisation.",0
"À Milan, dix fois par jour il voyait le prince Eugène, et eût pu lui adresser la parole.",0
"À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfn ce mode de transport, notamment grâce à ""l'indemnité kilométrique"".",0
"Oui, c'est une bonne idée, dit-elle et elle descendit de l'échafaudage.",0
Nous avons commencé un nouveau cours,0
Le chemin est encore long pour que l'animé français soit à la hauteur de ses prestigieux concurrents.,0
C'est ce que font très bien les photographes documentaires,0
Recourons pour illustrer les idées de Hegel à quelques-uns de ses écrits postérieurs.,0
"Pourtant, plus les gens sont actifs sur Facebook ou Instagram, et plus leur humeur est négative après y être allés.",0
Nous jouons dans le jardin quand il fait beau ou dans la maison quand il pleut.,1
Le Président de la République sera élu par les Français,0
Après avoir sollicité le jeune fils du nouveau roi des Français Louis-Philippe ler - qui refuse par crainte de nouvelles tensions internationales - les Belges se rabattent sur le prince anglo-allemand Léopold de Saxe- Cobourg,0
"Donc, je désire voir le théâtre guéri de cette fluxion.",0
"Ses différentes facettes, de l'amour, dans les relations intimes, à la conscience d'appartenir à une commune humanité, sont le ciment du projet individualiste.",0
"Le ciel d'avril, au-dessus de nos têtes, planait limpide et fourmillant d'étoiles",0
"Tout à coup une hauteur immense et à ma droite j'ai vu un aigle, l'oiseau de Napoléon ; il volait majestueusement se dirigeant vers la Suisse, et par conséquent vers Paris.",0
Ont-ils des contacts avec l'extérieur ?,0
"À la radio, le journaliste a conservé les intonations de son Pays basque natal dans le Sud de la France.",0
Chacun de ces projets touche en moyenne 10 000 classes.,0
Le facteur viens ici tous les jours !,1
"Le dimanche, il se repose et en profite pour faire ses devoirs pour la semaine.",0
Marc Chagall termine ce qu'il pense être son dernier tableau : Les mariés de la Tour Eiffel.,0
Le mouvement qui atteint son apogée à Paris entre 1750 et 1765 progresse dans les provinces pour gagner la génération qui précède la Révolution.,0
"L'Europe eut la bonhomie d'être surprise de cet évènement, qui ne surprit point le marquis del Dongo ; il écrivit à son souverain une lettre pleine d'effusion de coeur ; il lui offrait ses talents et plusieurs millions, et lui répétait que ses ministres étaient des jacobins d'accord avec les meneurs de Paris.",0
"Aussitôt le prince manda près de lui les meilleurs et les plus endurants parmi les chasseurs et les paysans, parmi les vagabonds et ceux qui les poursuivent, parmi les soldats exercés aux longues marches et les messagers endurcis aux fatigues.",0
"À cette proximité spatiale, s'ajoute une fréquence plus intense du nombre d'événements.",0
"Elle eut plaisir, comme un enfant, à pousser de son doigt les larges portes tapissées ; elle aspira de toute sa poitrine l'odeur poussiéreuse des couloirs, et, quand elle fut assise dans sa loge, elle se cambra la taille avec une désinvolture de duchesse.",0
"Mais la famille était tellement sympa, on rigolait beaucoup.",0
"Tous les jours, il traînait dans la rue sans rien faire.",0
"J'y arrive à peine maintenant, et nous sommes presque à Noël.",0
L'homme impoli est le lépreux du monde fashionable.,0
"Pour de multiples raisons, l'éducation s'est focalisée sur la spécialisation.",0
"Pour les situations qui s'apparentent à de réelles addictions comportementales, un travail sur l'estime de soi est souvent nécessaire.",0
Ils ont déménagé car sa femme a été mutée à Paris.,0
Le domestique de Fabrice s'approcha avec les deux chevaux.,0
"Une action ""coup de peint"" destinée à dénoncer le ""greenwashing"" du gouvernement sur les enjeux environnementaux autour du trafic aérien, d'après l'organisation.",0
"L'homme que vous voyez exploita durant plusieurs décennies, un site archéologique aux troubailles impressionnantes.",0
L'individualisme a souvent mauvaise presse dans les discours contemporains.,0
Salue tes parents de ma part,1
J'ai souscris un abonement hebdomadaire à un magazine de cuisine.,0
"La sémantique du directeur de l'opéra, en fin de carrière, rejoint celle du sénateur (LR) Etienne Blanc, qui fustige la décision de l'exécutif écologiste, allié à la ""gauche unie"".",0
"À l'heure actuelle, pour 7 milliards et demi d'individus, on compte 4 milliards de postes de radio, 4 milliards de télévisions, 2 milliards de téléphones portables, 2 milliards d'ordinateurs.",0
Je te dis à très bientôt pour une rentrée des classes en pleine forme !,0
Il y a douze milles entre la cabane du pêcheur et la ville.,0
J'eus un haut le coeur lorsqu'il eut osé me saluer.,0
"J'ai écris un roman, c'est le premier, je ne sais pas si c'est le premier, je ne sais pas si j'en écrirai d'autres.",0
"Dans une clairière enneigée, entourée d'arbres dénudés, une Citroën AX blance, bien fatiguée, attelée d'une remorque de type frigorifique, aurait l'air abandonnée si l'on ne distinguait quatre hommes aux cheveux très longs, assis dans la voiture.",0
"On poursuit la recette avec la découpe des légumes et autres épices, à commencer par le piment végétarien",0
"Darren Star annonce qu'elle est ""inspirée de sa propre histoire d'amour qui dure depuis toujours avec Paris et la culture française"".",0
"Certains produits leur devinrent ensuite indispensables, en particulier le sucre.",0
Cet homme a une belle allure.,0
"Devant chaque porte se trouvait une botte de paille, pour empêcher le froid de passer dessous.",0
Tous ces préparatifs rendent chaque année l'atmosphère festive et enjouée,0
"Puis, ayant rêvé pour la troisième fois qu'il voyait l'Enchanteresse, dont aucunes paroles humaines, cette nuit-là, n'eussent pu dépeindre le charme et le rayonnement, il s'en fut en secret le lendemain, sans consulter personne, et s'alla perdre, tout seul, dans la forêt.",0
J'eus de nombreuses maladies infectieuses et je dus garder le lit durant des semaines en isolement total sans l'ombre d'un espoir.,0
"Les cinq confédérations syndicales, l'épiscopat, la Fédération protestante de France, les petits patrons de la CGPME, les artisans de l'UPA, les députés socialistes et une soixantaine de leurs collègues de l'UMP: tous sont montés au créneau pour dire non à la proposition de loi d'extension du travail dominical.",0
"Les personnes qui l'utilisent très fréquemment, adolescents comme adultes, seraient davantage anxieuses et déprimées.",0
Tous les chiens de ses basses-cours composaient une meute dans le besoin ; ses palefreniers étaient ses piqueurs ; le vicaire du village était son grand aumônier.,0
"À l'ère de l'Internet des Objets, les maisons intelligentes sont de plus en plus équipés d'objets connectés, dont les implications sur la vie privée restent largement inconnues des utilisateurs finaux.",0
"Mes parents ont insisté pour qu'on prenne nos chaussures de marche, ils veulent qu'on aille faire des randonnées dans les montagnes",0
"Lorsqu'il eut reçu son premier salaire en tant que consultant, Louis courut acquérir une guitare pour chanter une sérénade à sa bien-aimée sous le proche de sa maison.",0
"Un roman émouvant, où il est question d'apprendre à vivre, de trouver sa place parmi les autres.",0
"Certes, ""Emily in Paris"" est une production américaine qui semble s'adresser avant tout au public outreAtlantique, mais Netflix étant une plate-forme accessible dans le monde entier, ce parti pris semble très daté.",0
Anna alla dans la cuisine où elle se sentait chez elle.,0
"Des ingrats : une personne ingrate est une personne qui n'a aucune reconnaissance, qui oublie les bonnes choses qu'une personne a faites pour elle.",0
